"density","porosity","avg cell strain:0","avg cell strain:1","avg cell strain:2","E-Modul","Poissons ratio","Cell Type"
0.001,0.62752,8.6736e-06,-2.5347e-05,-1.4426e-05,0.00014742,0.3,	
0.001,0.62492,8.391e-06,-2.5244e-05,-1.3386e-05,0.00014699,0.3,	
0.001,0.62259,8.1081e-06,-2.5126e-05,-1.2372e-05,0.00014659,0.3,	
0.001,0.62049,7.8282e-06,-2.4995e-05,-1.1383e-05,0.00014624,0.3,	
0.001,0.61862,7.5548e-06,-2.4857e-05,-1.0421e-05,0.00014593,0.3,	
0.001,0.61696,7.2907e-06,-2.4715e-05,-9.483e-06,0.00014565,0.3,	
0.001,0.6155,7.0388e-06,-2.4572e-05,-8.5694e-06,0.0001454,0.3,	
0.001,0.61422,6.8017e-06,-2.4431e-05,-7.6786e-06,0.00014519,0.3,	
0.001,0.6131,6.5818e-06,-2.4296e-05,-6.8092e-06,0.000145,0.3,	
0.001,0.61215,6.381e-06,-2.4168e-05,-5.9594e-06,0.00014484,0.3,	
0.001,0.61134,6.2012e-06,-2.4052e-05,-5.1274e-06,0.0001447,0.3,	
0.001,0.61066,6.0442e-06,-2.3947e-05,-4.3111e-06,0.00014459,0.3,	
0.001,0.61011,5.9112e-06,-2.3858e-05,-3.5084e-06,0.0001445,0.3,	
0.001,0.60968,5.8035e-06,-2.3784e-05,-2.7169e-06,0.00014443,0.3,	
0.001,0.60936,5.7219e-06,-2.3728e-05,-1.9343e-06,0.00014437,0.3,	
0.001,0.60915,5.6671e-06,-2.369e-05,-1.158e-06,0.00014434,0.3,	
0.001,0.60905,5.6396e-06,-2.367e-05,-3.8557e-07,0.00014432,0.3,	
0.001,0.60905,5.6396e-06,-2.367e-05,3.8557e-07,0.00014432,0.3,	
0.001,0.60915,5.6671e-06,-2.369e-05,1.158e-06,0.00014434,0.3,	
0.001,0.60936,5.7219e-06,-2.3728e-05,1.9343e-06,0.00014437,0.3,	
0.001,0.60968,5.8035e-06,-2.3784e-05,2.7169e-06,0.00014443,0.3,	
0.001,0.61011,5.9112e-06,-2.3858e-05,3.5084e-06,0.0001445,0.3,	
0.001,0.61066,6.0442e-06,-2.3947e-05,4.3111e-06,0.00014459,0.3,	
0.001,0.61134,6.2012e-06,-2.4052e-05,5.1274e-06,0.0001447,0.3,	
0.001,0.61215,6.381e-06,-2.4168e-05,5.9594e-06,0.00014484,0.3,	
0.001,0.6131,6.5818e-06,-2.4296e-05,6.8092e-06,0.000145,0.3,	
0.001,0.61422,6.8017e-06,-2.4431e-05,7.6786e-06,0.00014519,0.3,	
0.001,0.6155,7.0388e-06,-2.4572e-05,8.5694e-06,0.0001454,0.3,	
0.001,0.61696,7.2907e-06,-2.4715e-05,9.483e-06,0.00014565,0.3,	
0.001,0.61862,7.5548e-06,-2.4857e-05,1.0421e-05,0.00014593,0.3,	
0.001,0.62049,7.8282e-06,-2.4995e-05,1.1383e-05,0.00014624,0.3,	
0.001,0.62259,8.1081e-06,-2.5126e-05,1.2372e-05,0.00014659,0.3,	
0.001,0.62492,8.391e-06,-2.5244e-05,1.3386e-05,0.00014699,0.3,	
0.001,0.62752,8.6736e-06,-2.5347e-05,1.4426e-05,0.00014742,0.3,	
0.001,0.6304,8.9522e-06,-2.543e-05,1.5492e-05,0.00014791,0.3,	
0.001,0.63356,9.2231e-06,-2.5489e-05,1.6583e-05,0.00014844,0.3,	
0.001,0.63703,9.4822e-06,-2.552e-05,1.7698e-05,0.00014902,0.3,	
0.001,0.64083,9.7256e-06,-2.552e-05,1.8834e-05,0.00014966,0.3,	
0.001,0.64497,9.9492e-06,-2.5483e-05,1.9991e-05,0.00015036,0.3,	
0.001,0.64947,1.0149e-05,-2.5406e-05,2.1163e-05,0.00015111,0.3,	
0.001,0.65435,1.0321e-05,-2.5286e-05,2.235e-05,0.00015193,0.3,	
0.001,0.65962,1.0461e-05,-2.5119e-05,2.3546e-05,0.00015282,0.3,	
0.001,0.66532,1.0567e-05,-2.4905e-05,2.4747e-05,0.00015377,0.3,	
0.001,0.67148,1.0635e-05,-2.464e-05,2.595e-05,0.00015481,0.3,	
0.001,0.67814,1.0661e-05,-2.4324e-05,2.7149e-05,0.00015593,0.3,	
0.001,0.68534,1.0643e-05,-2.3954e-05,2.8339e-05,0.00015714,0.3,	
0.001,0.69315,1.0574e-05,-2.3526e-05,2.9511e-05,0.00015845,0.3,	
0.001,0.70167,1.0451e-05,-2.3047e-05,3.0646e-05,0.00015988,0.3,	
0.001,0.711,1.0295e-05,-2.2531e-05,3.1732e-05,0.00016145,0.3,	
0.001,0.72132,1.0129e-05,-2.2022e-05,3.2748e-05,0.00016318,0.3,	
0.001,0.73285,1.0048e-05,-2.1512e-05,3.3768e-05,0.00016512,0.3,	
0.001,0.74588,1.0006e-05,-2.1039e-05,3.4724e-05,0.00016731,0.3,	
0.001,0.75981,1.0629e-05,-2.0751e-05,3.6143e-05,0.00016965,0.3,	
0.001,0.77574,1.1627e-05,-1.9009e-05,3.8752e-05,0.00017233,0.3,	
0.001,0.79832,-7.7007e-07,-1.6436e-05,3.5908e-05,0.00017612,0.3,	
0.028406,0.83535,-1.5252e-05,-1.5285e-05,2.8559e-05,0.0035545,0.3,	
0.17458,0.92188,-1.4599e-05,-1.5379e-05,2.7885e-05,31.923,0.3,	
0.43656,0.99603,-1.3569e-05,-1.5988e-05,2.7573e-05,3319.3,0.3,	
0.79254,1,-1.1699e-05,-1.7686e-05,2.731e-05,65664,0.3,	
1,1,-1.1103e-05,-1.8076e-05,2.7161e-05,2.1e+05,0.3,	
1,1,-1.1782e-05,-1.6898e-05,2.7089e-05,2.1e+05,0.3,	
1,1,-1.184e-05,-1.6508e-05,2.7064e-05,2.1e+05,0.3,	
1,0.93536,-1.2126e-05,-1.5885e-05,2.7114e-05,1.9914e+05,0.3,	
1,0.85293,-1.251e-05,-1.5198e-05,2.7181e-05,1.8529e+05,0.3,	
1,0.7889,-1.2849e-05,-1.4638e-05,2.7213e-05,1.7453e+05,0.3,	
1,0.75723,-1.3129e-05,-1.4216e-05,2.7189e-05,1.6921e+05,0.3,	
1,0.7565,-1.337e-05,-1.3906e-05,2.7099e-05,1.6909e+05,0.3,	
1,0.75515,-1.3597e-05,-1.3653e-05,2.6965e-05,1.6886e+05,0.3,	
1,0.75329,-1.3792e-05,-1.3469e-05,2.6798e-05,1.6855e+05,0.3,	
1,0.75089,-1.395e-05,-1.3356e-05,2.661e-05,1.6815e+05,0.3,	
1,0.74797,-1.407e-05,-1.3317e-05,2.6412e-05,1.6766e+05,0.3,	
1,0.74453,-1.4149e-05,-1.3347e-05,2.6216e-05,1.6708e+05,0.3,	
1,0.74061,-1.4192e-05,-1.3441e-05,2.6036e-05,1.6642e+05,0.3,	
1,0.73624,-1.4202e-05,-1.359e-05,2.588e-05,1.6569e+05,0.3,	
1,0.73146,-1.4185e-05,-1.3781e-05,2.5754e-05,1.6489e+05,0.3,	
1,0.72635,-1.4147e-05,-1.4004e-05,2.5663e-05,1.6403e+05,0.3,	
1,0.72102,-1.4093e-05,-1.4248e-05,2.5608e-05,1.6313e+05,0.3,	
1,0.71565,-1.4027e-05,-1.4504e-05,2.5588e-05,1.6223e+05,0.3,	
1,0.71039,-1.3956e-05,-1.4764e-05,2.5604e-05,1.6135e+05,0.3,	
1,0.7077,-1.3873e-05,-1.5033e-05,2.567e-05,1.6089e+05,0.3,	
1,0.73667,-1.3684e-05,-1.5368e-05,2.5771e-05,1.6576e+05,0.3,	
1,0.79256,-1.3427e-05,-1.5735e-05,2.5915e-05,1.7515e+05,0.3,	
1,0.85882,-1.3223e-05,-1.6035e-05,2.6102e-05,1.8628e+05,0.3,	
1,0.92715,-1.3119e-05,-1.6226e-05,2.6325e-05,1.9776e+05,0.3,	
1,0.99221,-1.3106e-05,-1.6312e-05,2.6566e-05,2.0869e+05,0.3,	
1,1,-1.3259e-05,-1.6233e-05,2.6806e-05,2.1e+05,0.3,	
1,1,-1.3519e-05,-1.6001e-05,2.7021e-05,2.1e+05,0.3,	
1,1,-1.3845e-05,-1.5688e-05,2.7179e-05,2.1e+05,0.3,	
1,1,-1.3938e-05,-1.5516e-05,2.7275e-05,2.1e+05,0.3,	
0.67433,0.99966,-1.4212e-05,-1.5257e-05,2.7351e-05,29274,0.3,	
0.34076,0.99375,-1.4497e-05,-1.4865e-05,2.7262e-05,960.06,0.3,	
0.11654,0.91181,-1.4564e-05,-1.4665e-05,2.7141e-05,4.1966,0.3,	
0.0022376,0.85659,-8.0517e-06,-1.1938e-05,3.157e-05,0.00018592,0.3,	
0.001,0.8377,1.004e-05,-5.9637e-06,4.2143e-05,0.00018273,0.3,	
0.001,0.82596,1.3414e-05,-3.77e-06,4.549e-05,0.00018076,0.3,	
0.001,0.81767,1.3124e-05,-4.4329e-06,4.5226e-05,0.00017937,0.3,	
0.001,0.81126,1.3135e-05,-3.9069e-06,4.5622e-05,0.00017829,0.3,	
0.001,0.80603,1.3301e-05,-3.721e-06,4.5834e-05,0.00017741,0.3,	
0.001,0.80171,1.3409e-05,-3.4357e-06,4.5969e-05,0.00017669,0.3,	
0.001,0.79811,1.3565e-05,-3.0964e-06,4.6081e-05,0.00017608,0.3,	
0.001,0.79509,1.3686e-05,-2.6814e-06,4.6171e-05,0.00017557,0.3,	
0.001,0.7926,1.3796e-05,-2.1907e-06,4.63e-05,0.00017516,0.3,	
0.001,0.79068,1.3907e-05,-1.6694e-06,4.6493e-05,0.00017483,0.3,	
0.001,0.78932,1.4063e-05,-1.1715e-06,4.6756e-05,0.00017461,0.3,	
0.001,0.78863,1.429e-05,-7.4779e-07,4.7054e-05,0.00017449,0.3,	
0.001,0.78887,1.4576e-05,-3.7938e-07,4.7325e-05,0.00017453,0.3,	
0.001,0.79156,1.4803e-05,-9.976e-08,4.7612e-05,0.00017498,0.3,	
0.001,0.78209,1.3781e-05,-7.4164e-08,-4.7627e-05,0.00017339,0.3,	
0.001,0.7811,1.3637e-05,-3.0963e-07,-4.7285e-05,0.00017322,0.3,	
0.001,0.7817,1.3533e-05,-6.7823e-07,-4.6961e-05,0.00017333,0.3,	
0.001,0.78298,1.3443e-05,-1.1158e-06,-4.6684e-05,0.00017354,0.3,	
0.001,0.78478,1.3379e-05,-1.5906e-06,-4.6451e-05,0.00017384,0.3,	
0.001,0.78705,1.3331e-05,-2.076e-06,-4.6273e-05,0.00017422,0.3,	
0.001,0.78978,1.3284e-05,-2.5372e-06,-4.6148e-05,0.00017468,0.3,	
0.001,0.79297,1.3222e-05,-2.9498e-06,-4.6056e-05,0.00017522,0.3,	
0.001,0.79665,1.3152e-05,-3.3054e-06,-4.5974e-05,0.00017584,0.3,	
0.001,0.80089,1.3071e-05,-3.603e-06,-4.5873e-05,0.00017655,0.3,	
0.001,0.80583,1.3021e-05,-3.9179e-06,-4.5725e-05,0.00017738,0.3,	
0.001,0.81159,1.3015e-05,-4.05e-06,-4.5626e-05,0.00017835,0.3,	
0.001,0.81835,1.2866e-05,-4.8438e-06,-4.5058e-05,0.00017948,0.3,	
0.001,0.82683,1.4002e-05,-3.7617e-06,-4.6055e-05,0.00018091,0.3,	
0.001,0.83872,8.0526e-06,-6.7485e-06,-4.1091e-05,0.00018291,0.3,	
0.0043542,0.85783,-1.0654e-05,-1.3204e-05,-3.0066e-05,0.00018641,0.3,	
0.12131,0.91387,-1.4713e-05,-1.4849e-05,-2.7451e-05,5.1369,0.3,	
0.34893,0.99395,-1.4608e-05,-1.5101e-05,-2.7588e-05,1081,0.3,	
0.68522,0.99976,-1.4184e-05,-1.5637e-05,-2.7672e-05,31717,0.3,	
1,1,-1.3791e-05,-1.595e-05,-2.7507e-05,2.1e+05,0.3,	
1,1,-1.3726e-05,-1.6067e-05,-2.7332e-05,2.1e+05,0.3,	
1,1,-1.3361e-05,-1.6364e-05,-2.7098e-05,2.1e+05,0.3,	
1,1,-1.31e-05,-1.6541e-05,-2.6816e-05,2.1e+05,0.3,	
1,0.98361,-1.2976e-05,-1.6531e-05,-2.6518e-05,2.0725e+05,0.3,	
1,0.917,-1.304e-05,-1.6333e-05,-2.6235e-05,1.9606e+05,0.3,	
1,0.84793,-1.3198e-05,-1.6033e-05,-2.5992e-05,1.8445e+05,0.3,	
1,0.78229,-1.3448e-05,-1.5633e-05,-2.5804e-05,1.7343e+05,0.3,	
1,0.72929,-1.373e-05,-1.5188e-05,-2.5674e-05,1.6452e+05,0.3,	
1,0.70676,-1.3916e-05,-1.4801e-05,-2.559e-05,1.6074e+05,0.3,	
1,0.71144,-1.4007e-05,-1.4488e-05,-2.5561e-05,1.6152e+05,0.3,	
1,0.71727,-1.4079e-05,-1.4192e-05,-2.5578e-05,1.625e+05,0.3,	
1,0.72322,-1.4135e-05,-1.391e-05,-2.5636e-05,1.635e+05,0.3,	
1,0.72897,-1.4171e-05,-1.3654e-05,-2.5736e-05,1.6447e+05,0.3,	
1,0.73435,-1.4182e-05,-1.3434e-05,-2.5878e-05,1.6537e+05,0.3,	
1,0.73926,-1.416e-05,-1.3266e-05,-2.6058e-05,1.662e+05,0.3,	
1,0.74366,-1.4099e-05,-1.3162e-05,-2.6268e-05,1.6693e+05,0.3,	
1,0.74751,-1.3993e-05,-1.3135e-05,-2.6497e-05,1.6758e+05,0.3,	
1,0.75079,-1.3838e-05,-1.3191e-05,-2.6731e-05,1.6813e+05,0.3,	
1,0.75349,-1.3636e-05,-1.3334e-05,-2.6953e-05,1.6859e+05,0.3,	
1,0.75559,-1.339e-05,-1.3562e-05,-2.7149e-05,1.6894e+05,0.3,	
1,0.7571,-1.3106e-05,-1.3869e-05,-2.7305e-05,1.6919e+05,0.3,	
1,0.75804,-1.2792e-05,-1.4243e-05,-2.741e-05,1.6935e+05,0.3,	
1,0.75889,-1.2471e-05,-1.4671e-05,-2.745e-05,1.6949e+05,0.3,	
1,0.79475,-1.2137e-05,-1.5206e-05,-2.7412e-05,1.7552e+05,0.3,	
1,0.86307,-1.1768e-05,-1.5863e-05,-2.7308e-05,1.87e+05,0.3,	
1,0.94929,-1.1362e-05,-1.6611e-05,-2.7196e-05,2.0148e+05,0.3,	
1,1,-1.108e-05,-1.7232e-05,-2.7069e-05,2.1e+05,0.3,	
1,1,-1.1072e-05,-1.7517e-05,-2.6964e-05,2.1e+05,0.3,	
1,1,-1.0393e-05,-1.849e-05,-2.6801e-05,2.1e+05,0.3,	
0.74258,1,-1.1279e-05,-1.7786e-05,-2.6912e-05,47417,0.3,	
0.3914,0.99504,-1.3216e-05,-1.588e-05,-2.7204e-05,1921.2,0.3,	
0.14465,0.89095,-1.4561e-05,-1.5278e-05,-2.7774e-05,12.138,0.3,	
0.012828,0.82332,-1.4962e-05,-1.5471e-05,-2.8963e-05,0.00024296,0.3,	
0.001,0.78989,1.0052e-05,-1.8423e-05,-3.1521e-05,0.0001747,0.3,	
0.001,0.76916,9.4333e-06,-2.0973e-05,-3.3633e-05,0.00017122,0.3,	
0.001,0.75389,1.0069e-05,-2.1632e-05,-3.4168e-05,0.00016865,0.3,	
0.001,0.7401,1.006e-05,-2.2372e-05,-3.3309e-05,0.00016634,0.3,	
0.001,0.72747,1.0358e-05,-2.2876e-05,-3.2531e-05,0.00016422,0.3,	
0.001,0.71628,1.0574e-05,-2.3481e-05,-3.153e-05,0.00016234,0.3,	
0.001,0.70623,1.0767e-05,-2.4036e-05,-3.044e-05,0.00016065,0.3,	
0.001,0.69713,1.0871e-05,-2.4535e-05,-2.926e-05,0.00015912,0.3,	
0.001,0.68881,1.0893e-05,-2.4951e-05,-2.8052e-05,0.00015772,0.3,	
0.001,0.68119,1.086e-05,-2.5302e-05,-2.6837e-05,0.00015644,0.3,	
0.001,0.67416,1.0781e-05,-2.5597e-05,-2.5618e-05,0.00015526,0.3,	
0.001,0.66768,1.0661e-05,-2.5838e-05,-2.4397e-05,0.00015417,0.3,	
0.001,0.66169,1.0503e-05,-2.6027e-05,-2.3178e-05,0.00015316,0.3,	
0.001,0.65616,1.031e-05,-2.6165e-05,-2.1967e-05,0.00015224,0.3,	
0.001,0.65107,1.0084e-05,-2.6254e-05,-2.0769e-05,0.00015138,0.3,	
0.001,0.64638,9.8312e-06,-2.6297e-05,-1.9587e-05,0.00015059,0.3,	
0.001,0.64207,9.555e-06,-2.63e-05,-1.8424e-05,0.00014987,0.3,	
0.001,0.63813,9.26e-06,-2.6265e-05,-1.7285e-05,0.00014921,0.3,	
0.001,0.63453,8.9505e-06,-2.6197e-05,-1.6171e-05,0.0001486,0.3,	
0.001,0.63125,8.6309e-06,-2.6102e-05,-1.5083e-05,0.00014805,0.3,	
0.001,0.62829,8.3054e-06,-2.5982e-05,-1.4024e-05,0.00014755,0.3,	
0.001,0.62562,7.978e-06,-2.5844e-05,-1.2993e-05,0.0001471,0.3,	
0.001,0.62322,7.6525e-06,-2.569e-05,-1.199e-05,0.0001467,0.3,	
0.001,0.62107,7.3324e-06,-2.5527e-05,-1.1017e-05,0.00014634,0.3,	
0.001,0.61917,7.0213e-06,-2.5356e-05,-1.0071e-05,0.00014602,0.3,	
0.001,0.61748,6.7221e-06,-2.5183e-05,-9.1531e-06,0.00014574,0.3,	
0.001,0.616,6.4378e-06,-2.5011e-05,-8.261e-06,0.00014549,0.3,	
0.001,0.61471,6.171e-06,-2.4844e-05,-7.3938e-06,0.00014527,0.3,	
0.001,0.61359,5.9242e-06,-2.4684e-05,-6.5496e-06,0.00014508,0.3,	
0.001,0.61263,5.6995e-06,-2.4535e-05,-5.7267e-06,0.00014492,0.3,	
0.001,0.61182,5.4987e-06,-2.4398e-05,-4.9229e-06,0.00014479,0.3,	
0.001,0.61114,5.3237e-06,-2.4277e-05,-4.136e-06,0.00014467,0.3,	
0.001,0.61059,5.1756e-06,-2.4173e-05,-3.3638e-06,0.00014458,0.3,	
0.001,0.61016,5.0558e-06,-2.4088e-05,-2.6036e-06,0.00014451,0.3,	
0.001,0.60985,4.9651e-06,-2.4023e-05,-1.8528e-06,0.00014445,0.3,	
0.001,0.60964,4.9043e-06,-2.3979e-05,-1.109e-06,0.00014442,0.3,	
0.001,0.60954,4.8738e-06,-2.3957e-05,-3.6919e-07,0.0001444,0.3,	
0.001,0.60954,4.8738e-06,-2.3957e-05,3.6919e-07,0.0001444,0.3,	
0.001,0.60964,4.9043e-06,-2.3979e-05,1.109e-06,0.00014442,0.3,	
0.001,0.60985,4.9651e-06,-2.4023e-05,1.8528e-06,0.00014445,0.3,	
0.001,0.61016,5.0558e-06,-2.4088e-05,2.6036e-06,0.00014451,0.3,	
0.001,0.61059,5.1756e-06,-2.4173e-05,3.3638e-06,0.00014458,0.3,	
0.001,0.61114,5.3237e-06,-2.4277e-05,4.136e-06,0.00014467,0.3,	
0.001,0.61182,5.4987e-06,-2.4398e-05,4.9229e-06,0.00014479,0.3,	
0.001,0.61263,5.6995e-06,-2.4535e-05,5.7267e-06,0.00014492,0.3,	
0.001,0.61359,5.9242e-06,-2.4684e-05,6.5496e-06,0.00014508,0.3,	
0.001,0.61471,6.171e-06,-2.4844e-05,7.3938e-06,0.00014527,0.3,	
0.001,0.616,6.4378e-06,-2.5011e-05,8.261e-06,0.00014549,0.3,	
0.001,0.61748,6.7221e-06,-2.5183e-05,9.1531e-06,0.00014574,0.3,	
0.001,0.61917,7.0213e-06,-2.5356e-05,1.0071e-05,0.00014602,0.3,	
0.001,0.62107,7.3324e-06,-2.5527e-05,1.1017e-05,0.00014634,0.3,	
0.001,0.62322,7.6525e-06,-2.569e-05,1.199e-05,0.0001467,0.3,	
0.001,0.62562,7.978e-06,-2.5844e-05,1.2993e-05,0.0001471,0.3,	
0.001,0.62829,8.3054e-06,-2.5982e-05,1.4024e-05,0.00014755,0.3,	
0.001,0.63125,8.6309e-06,-2.6102e-05,1.5083e-05,0.00014805,0.3,	
0.001,0.63453,8.9505e-06,-2.6197e-05,1.6171e-05,0.0001486,0.3,	
0.001,0.63813,9.26e-06,-2.6265e-05,1.7285e-05,0.00014921,0.3,	
0.001,0.64207,9.555e-06,-2.63e-05,1.8424e-05,0.00014987,0.3,	
0.001,0.64638,9.8312e-06,-2.6297e-05,1.9587e-05,0.00015059,0.3,	
0.001,0.65107,1.0084e-05,-2.6254e-05,2.0769e-05,0.00015138,0.3,	
0.001,0.65616,1.031e-05,-2.6165e-05,2.1967e-05,0.00015224,0.3,	
0.001,0.66169,1.0503e-05,-2.6027e-05,2.3178e-05,0.00015316,0.3,	
0.001,0.66768,1.0661e-05,-2.5838e-05,2.4397e-05,0.00015417,0.3,	
0.001,0.67416,1.0781e-05,-2.5597e-05,2.5618e-05,0.00015526,0.3,	
0.001,0.68119,1.086e-05,-2.5302e-05,2.6837e-05,0.00015644,0.3,	
0.001,0.68881,1.0893e-05,-2.4951e-05,2.8052e-05,0.00015772,0.3,	
0.001,0.69713,1.0871e-05,-2.4535e-05,2.926e-05,0.00015912,0.3,	
0.001,0.70623,1.0767e-05,-2.4036e-05,3.044e-05,0.00016065,0.3,	
0.001,0.71628,1.0574e-05,-2.3481e-05,3.153e-05,0.00016234,0.3,	
0.001,0.72747,1.0358e-05,-2.2876e-05,3.2531e-05,0.00016422,0.3,	
0.001,0.7401,1.006e-05,-2.2372e-05,3.3309e-05,0.00016634,0.3,	
0.001,0.75389,1.0069e-05,-2.1632e-05,3.4168e-05,0.00016865,0.3,	
0.001,0.76916,9.4333e-06,-2.0973e-05,3.3633e-05,0.00017122,0.3,	
0.001,0.78989,1.0052e-05,-1.8423e-05,3.1521e-05,0.0001747,0.3,	
0.012828,0.82332,-1.4962e-05,-1.5471e-05,2.8963e-05,0.00024296,0.3,	
0.14465,0.89095,-1.4561e-05,-1.5278e-05,2.7774e-05,12.138,0.3,	
0.3914,0.99504,-1.3216e-05,-1.588e-05,2.7204e-05,1921.2,0.3,	
0.74258,1,-1.1279e-05,-1.7786e-05,2.6912e-05,47417,0.3,	
1,1,-1.0393e-05,-1.849e-05,2.6801e-05,2.1e+05,0.3,	
1,1,-1.1072e-05,-1.7517e-05,2.6964e-05,2.1e+05,0.3,	
1,1,-1.108e-05,-1.7232e-05,2.7069e-05,2.1e+05,0.3,	
1,0.94929,-1.1362e-05,-1.6611e-05,2.7196e-05,2.0148e+05,0.3,	
1,0.86307,-1.1768e-05,-1.5863e-05,2.7308e-05,1.87e+05,0.3,	
1,0.79475,-1.2137e-05,-1.5206e-05,2.7412e-05,1.7552e+05,0.3,	
1,0.75889,-1.2471e-05,-1.4671e-05,2.745e-05,1.6949e+05,0.3,	
1,0.75804,-1.2792e-05,-1.4243e-05,2.741e-05,1.6935e+05,0.3,	
1,0.7571,-1.3106e-05,-1.3869e-05,2.7305e-05,1.6919e+05,0.3,	
1,0.75559,-1.339e-05,-1.3562e-05,2.7149e-05,1.6894e+05,0.3,	
1,0.75349,-1.3636e-05,-1.3334e-05,2.6953e-05,1.6859e+05,0.3,	
1,0.75079,-1.3838e-05,-1.3191e-05,2.6731e-05,1.6813e+05,0.3,	
1,0.74751,-1.3993e-05,-1.3135e-05,2.6497e-05,1.6758e+05,0.3,	
1,0.74366,-1.4099e-05,-1.3162e-05,2.6268e-05,1.6693e+05,0.3,	
1,0.73926,-1.416e-05,-1.3266e-05,2.6058e-05,1.662e+05,0.3,	
1,0.73435,-1.4182e-05,-1.3434e-05,2.5878e-05,1.6537e+05,0.3,	
1,0.72897,-1.4171e-05,-1.3654e-05,2.5736e-05,1.6447e+05,0.3,	
1,0.72322,-1.4135e-05,-1.391e-05,2.5636e-05,1.635e+05,0.3,	
1,0.71727,-1.4079e-05,-1.4192e-05,2.5578e-05,1.625e+05,0.3,	
1,0.71144,-1.4007e-05,-1.4488e-05,2.5561e-05,1.6152e+05,0.3,	
1,0.70676,-1.3916e-05,-1.4801e-05,2.559e-05,1.6074e+05,0.3,	
1,0.72929,-1.373e-05,-1.5188e-05,2.5674e-05,1.6452e+05,0.3,	
1,0.78229,-1.3448e-05,-1.5633e-05,2.5804e-05,1.7343e+05,0.3,	
1,0.84793,-1.3198e-05,-1.6033e-05,2.5992e-05,1.8445e+05,0.3,	
1,0.917,-1.304e-05,-1.6333e-05,2.6235e-05,1.9606e+05,0.3,	
1,0.98361,-1.2976e-05,-1.6531e-05,2.6518e-05,2.0725e+05,0.3,	
1,1,-1.31e-05,-1.6541e-05,2.6816e-05,2.1e+05,0.3,	
1,1,-1.3361e-05,-1.6364e-05,2.7098e-05,2.1e+05,0.3,	
1,1,-1.3726e-05,-1.6067e-05,2.7332e-05,2.1e+05,0.3,	
1,1,-1.3791e-05,-1.595e-05,2.7507e-05,2.1e+05,0.3,	
0.68522,0.99976,-1.4184e-05,-1.5637e-05,2.7672e-05,31717,0.3,	
0.34893,0.99395,-1.4608e-05,-1.5101e-05,2.7588e-05,1081,0.3,	
0.12131,0.91387,-1.4713e-05,-1.4849e-05,2.7451e-05,5.1369,0.3,	
0.0043542,0.85783,-1.0654e-05,-1.3204e-05,3.0066e-05,0.00018641,0.3,	
0.001,0.83872,8.0526e-06,-6.7485e-06,4.1091e-05,0.00018291,0.3,	
0.001,0.82683,1.4002e-05,-3.7617e-06,4.6055e-05,0.00018091,0.3,	
0.001,0.81835,1.2866e-05,-4.8438e-06,4.5058e-05,0.00017948,0.3,	
0.001,0.81159,1.3015e-05,-4.05e-06,4.5626e-05,0.00017835,0.3,	
0.001,0.80583,1.3021e-05,-3.9179e-06,4.5725e-05,0.00017738,0.3,	
0.001,0.80089,1.3071e-05,-3.603e-06,4.5873e-05,0.00017655,0.3,	
0.001,0.79665,1.3152e-05,-3.3054e-06,4.5974e-05,0.00017584,0.3,	
0.001,0.79297,1.3222e-05,-2.9498e-06,4.6056e-05,0.00017522,0.3,	
0.001,0.78978,1.3284e-05,-2.5372e-06,4.6148e-05,0.00017468,0.3,	
0.001,0.78705,1.3331e-05,-2.076e-06,4.6273e-05,0.00017422,0.3,	
0.001,0.78478,1.3379e-05,-1.5906e-06,4.6451e-05,0.00017384,0.3,	
0.001,0.78298,1.3443e-05,-1.1158e-06,4.6684e-05,0.00017354,0.3,	
0.001,0.7817,1.3533e-05,-6.7823e-07,4.6961e-05,0.00017333,0.3,	
0.001,0.7811,1.3637e-05,-3.0963e-07,4.7285e-05,0.00017322,0.3,	
0.001,0.78209,1.3781e-05,-7.4164e-08,4.7627e-05,0.00017339,0.3,	
0.001,0.77499,1.2985e-05,-7.6036e-08,-4.7661e-05,0.0001722,0.3,	
0.001,0.77497,1.2896e-05,-2.9584e-07,-4.7324e-05,0.0001722,0.3,	
0.001,0.77606,1.2852e-05,-6.3231e-07,-4.6991e-05,0.00017238,0.3,	
0.001,0.77769,1.2836e-05,-1.0433e-06,-4.6708e-05,0.00017265,0.3,	
0.001,0.77976,1.2832e-05,-1.4891e-06,-4.648e-05,0.000173,0.3,	
0.001,0.78223,1.2832e-05,-1.9404e-06,-4.6306e-05,0.00017342,0.3,	
0.001,0.78511,1.2826e-05,-2.3735e-06,-4.618e-05,0.0001739,0.3,	
0.001,0.78839,1.2808e-05,-2.7703e-06,-4.609e-05,0.00017445,0.3,	
0.001,0.7921,1.2776e-05,-3.1221e-06,-4.6019e-05,0.00017507,0.3,	
0.001,0.79626,1.2739e-05,-3.4398e-06,-4.5947e-05,0.00017577,0.3,	
0.001,0.80098,1.2709e-05,-3.7083e-06,-4.5875e-05,0.00017656,0.3,	
0.001,0.80634,1.2678e-05,-4.0555e-06,-4.5728e-05,0.00017747,0.3,	
0.001,0.81245,1.2801e-05,-4.1376e-06,-4.5764e-05,0.00017849,0.3,	
0.001,0.81945,1.2456e-05,-5.1634e-06,-4.5055e-05,0.00017967,0.3,	
0.001,0.8281,1.4365e-05,-3.7625e-06,-4.6752e-05,0.00018112,0.3,	
